Time;Mode;State;ErrorId;Cmd;
16:25:05.31;Manu;Idle;0;CHANGE_MODE; WD: Mode=Manu;
16:25:24.06;Manu;Idle;0;ExecuteAction; WD: Action=Measure Para[0]=40 Para[1]=12 Para[2]=0 Para[3]=1 Para[4]=0; RD: ActionId=53;
16:25:28.17;Manu;Idle;0;GET_MODIFIED_OBJECT; RD: ObjId=12;
16:25:28.18;Manu;Idle;0;READ_ALL_PROPS; WD: ObjId=12; RD: ObjType=Point NotifyId=0 Crc=25083;
16:25:28.19;Manu;Idle;0;GET_MODIFIED_OBJECT; RD: ObjId=0;
16:25:45.54;Manu;Idle;0;ExecuteAction; WD: Action=MoveToTarget Para[0]=42 Para[1]=11 Para[2]=1 Para[3]=0 Para[4]=0 Para[5]=0 Para[6]=115000 Para[7]=115000 Para[8]=72000 Para[9]=0 Para[10]=0 Para[11]=5000 Para[12]=0; RD: ActionId=54;
16:26:13.92;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=55;
16:26:39.93;Manu;Idle;0;ExecuteAction; WD: Action=Measure Para[0]=42 Para[1]=4 Para[2]=0 Para[3]=1 Para[4]=3000; RD: ActionId=56;
16:26:52.68;Manu;Error;0;RESET_ERROR;
16:26:55.86;Manu;Idle;0;ExecuteAction; WD: Action=Measure Para[0]=42 Para[1]=4 Para[2]=0 Para[3]=0 Para[4]=3000; RD: ActionId=57;
16:28:19.18;Manu;Idle;0;GET_MODIFIED_OBJECT; RD: ObjId=43;
16:28:19.19;Manu;Idle;0;READ_ALL_PROPS; WD: ObjId=43; RD: ObjType=Nozzle NotifyId=0 Crc=61235;
16:28:19.20;Manu;Idle;0;GET_MODIFIED_OBJECT; RD: ObjId=0;
16:28:29.68;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=58;
16:29:38.49;Manu;Idle;0;DELETE_SEQUENCE;
16:29:41.87;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=59;
